manufacturer,name,speed,glide,turn,fade,diameter,height,rim_depth,rim_width,bead,stability,link
Kastaplast,Lots,9.0,5.0,-1.0,2.0,21.1 cm,1.5 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Lots
Kastaplast,Stal,9.0,4.0,0.0,3.0,21.1 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Kastaplast-Stal
Kastaplast,Grym X,12.5,5.0,0.0,3.0,21.2 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Grym-X
Kastaplast,Grym,13.0,5.0,-1.0,2.0,21.2 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Grym
Kastaplast,Rask,14.0,3.0,0.0,4.0,21.1 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Kastaplast-Rask
Kaufinator Discs,Kaufinator Ghost,4.0,5.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Ghost
Kaufinator Discs,Kaufinator Rival,7.0,5.0,0.0,2.0,21.3 cm,2.0 cm,1.2 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rival
Kaufinator Discs,Kaufinator Phenom,8.0,5.0,-1.0,2.0,21.2 cm,1.7 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Phenom
Kaufinator Discs,Kaufinator Bandit,9.0,5.0,-2.0,1.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Bandit
Kaufinator Discs,Kaufinator Nemesis,10.0,6.0,-4.0,2.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Nemesis
Kaufinator Discs,Kaufinator Outlaw,12.0,5.0,-1.0,3.0,21.0 cm,1.6 cm,3.0 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Outlaw
Latitude 64,Beetle,1.0,7.0,-1.0,0.0,21.9 cm,2.2 cm,1.6 cm,0.8 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Beetle
Latitude 64,Keystone,2.0,5.0,-1.0,1.0,21.1 cm,1.9 cm,1.5 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Keystone
Latitude 64,Dagger,2.0,5.0,0.0,1.0,21.1 cm,2.1 cm,1.5 cm,1.0 cm,Beaded,Overstable,https://infinitediscs.com/Latitude-64-Dagger
Latitude 64,Gauntlet,2.0,4.0,0.0,1.0,21.2 cm,2.1 cm,1.5 cm,1.1 cm,Beaded,Stable,https://infinitediscs.com/Latitude-64-Gauntlet
Latitude 64,Macana,2.0,5.0,0.0,1.0,21.1 cm,2.1 cm,1.4 cm,1.1 cm,Beaded,Stable,https://infinitediscs.com/Latitude-64-Macana
Latitude 64,Mercy,2.0,4.0,0.0,1.0,12.2 cm,2.1 cm,1.5 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Mercy
Latitude 64,Sarek,2.0,4.0,0.0,1.5,21.2 cm,2.2 cm,1.5 cm,1.1 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Sarek
Latitude 64,Caltrop,2.0,2.0,0.0,2.0,21.0 cm,1.9 cm,1.5 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Caltrop
Latitude 64,Sinus,2.0,2.0,0.0,2.0,21.2 cm,1.9 cm,1.4 cm,0.9 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Sinus
Latitude 64,Ruby,3.0,5.0,-3.0,1.0,21.5 cm,1.9 cm,1.4 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Ruby
Latitude 64,Pure,3.0,3.0,-1.0,1.0,21.2 cm,1.8 cm,1.4 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Pure
Latitude 64,Pearl,4.0,6.0,-4.0,0.0,21.6 cm,1.8 cm,1.2 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Pearl
Latitude 64,Spike,4.0,3.0,-1.0,1.0,21.2 cm,1.8 cm,1.3 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Spike
Latitude 64,Fuji,4.0,4.0,0.0,2.0,21.7 cm,1.8 cm,1.2 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Fuji
Latitude 64,Pain,4.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.4 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Pain
Latitude 64,Fuse,5.0,6.0,-1.0,0.0,21.9 cm,2.1 cm,1.3 cm,1.3 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Fuse
Latitude 64,Claymore,5.0,5.0,-1.0,1.0,21.7 cm,1.9 cm,1.2 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Claymore
Latitude 64,Medius,5.0,5.0,-1.0,2.0,21.5 cm,2.4 cm,1.2 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Medius
Latitude 64,Compass,5.0,5.0,0.0,1.0,21.6 cm,2.3 cm,1.3 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Compass
Latitude 64,Mace,5.0,5.0,0.0,2.0,21.8 cm,2.1 cm,1.3 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Mace
Latitude 64,Anchor,5.0,4.0,0.0,3.0,21.7 cm,1.8 cm,1.5 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Anchor
Latitude 64,Core,6.0,5.0,-0.5,1.0,21.7 cm,2.0 cm,1.2 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Core
Latitude 64,Gobi,6.0,5.0,-0.5,1.0,21.7 cm,1.8 cm,1.3 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Gobi
Latitude 64,Trident,6.0,4.0,-0.5,3.0,21.4 cm,1.4 cm,1.1 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Trident
Latitude 64,Trident,6.0,4.0,-0.5,3.0,21.4 cm,1.4 cm,1.1 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Trident
Latitude 64,Maul,7.0,7.0,-2.0,1.0,21.5 cm,1.9 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Maul
Latitude 64,River,7.0,7.0,-1.0,1.0,21.5 cm,1.9 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-River
Latitude 64,Spark,7.0,4.0,-0.5,2.0,21.2 cm,1.5 cm,1.1 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Spark
Latitude 64,Explorer,7.0,5.0,0.0,2.0,21.2 cm,1.7 cm,1.1 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Explorer
Latitude 64,XXX,7.0,3.0,0.0,4.0,21.5 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-XXX
Latitude 64,Diamond,8.0,6.0,-3.0,1.0,21.1 cm,1.4 cm,1.1 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Diamond
Latitude 64,Falchion,8.0,5.0,-1.0,2.0,21.1 cm,1.6 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Falchion
Latitude 64,Vision,8.0,6.0,-1.0,2.0,21.1 cm,1.9 cm,1.1 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Vision
Latitude 64,Striker,8.0,5.0,0.0,2.0,21.4 cm,1.6 cm,1.2 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Striker
Latitude 64,Saint Pro,8.0,6.0,0.0,3.0,21.2 cm,2.0 cm,1.2 cm,1.8 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Saint-Pro
Latitude 64,Jade,9.0,5.0,-2.0,1.0,21.0 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Jade
Latitude 64,Bryce,9.0,6.0,-2.0,2.0,21.2 cm,1.7 cm,1.3 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Bryce
Latitude 64,Fury,9.0,6.0,-2.0,2.0,21.2 cm,1.8 cm,1.2 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Fury
Latitude 64,Saint,9.0,7.0,-2.0,2.0,21.2 cm,1.9 cm,1.2 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Saint
Latitude 64,Culverin,9.0,5.0,-0.5,3.0,21.2 cm,2.0 cm,1.1 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Culverin
Latitude 64,Zion,9.0,4.0,-0.5,3.0,21.2 cm,1.7 cm,1.1 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Zion
Latitude 64,Primitus,9.0,5.0,0.0,2.0,21.0 cm,2.3 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Primitus
Latitude 64,Pioneer,9.0,3.0,0.0,4.0,21.2 cm,1.5 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Pioneer
Latitude 64,Sapphire,10.0,6.0,-2.0,1.5,12.0 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Sapphire
Latitude 64,River Pro,10.0,6.0,-1.0,2.0,21.4 cm,1.8 cm,1.3 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-River-Pro
Latitude 64,Musket,10.0,5.0,-0.5,2.0,21.2 cm,1.8 cm,1.1 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Musket
Latitude 64,Riot,11.0,4.0,-1.0,2.0,21.2 cm,1.9 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Riot
Latitude 64,Flow,11.0,6.0,-0.5,2.0,21.1 cm,1.8 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Flow
Latitude 64,Recoil,12.0,4.0,0.0,3.0,21.2 cm,1.8 cm,1.2 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Recoil
Latitude 64,Blitz,12.0,3.0,0.0,4.0,21.2 cm,1.6 cm,1.2 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Blitz
Latitude 64,Scythe,12.0,3.0,0.0,4.0,21.1 cm,1.5 cm,1.1 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Scythe
Latitude 64,Villain,12.0,4.0,0.0,4.0,21.1 cm,1.7 cm,1.2 cm,2.1 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Villain
Latitude 64,Bolt,13.0,6.0,-2.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Latitude-64-Bolt
Latitude 64,Havoc,13.0,5.0,-1.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Havoc
Latitude 64,Halo,13.0,5.0,-0.5,3.0,21.1 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Halo
Latitude 64,Cutlass,13.0,5.0,0.0,3.5,21.1 cm,1.7 cm,1.2 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Cutlass
Latitude 64,Gladiator,13.0,5.0,0.0,3.5,21.1 cm,1.7 cm,1.1 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Gladiator
Latitude 64,Stiletto,13.0,3.0,0.5,5.0,21.5 cm,1.5 cm,1.1 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Stiletto
Latitude 64,Knight,14.0,4.0,-1.5,4.0,21.1 cm,1.6 cm,1.1 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Knight
Latitude 64,Ballista,14.0,5.0,-1.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Ballista
Latitude 64,Ballista Pro,14.0,4.0,0.0,3.0,21.2 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Ballista-Pro
Latitude 64,Raketen,15.0,4.0,-2.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Latitude-64-Raketen
Latitude 64,Missilen,15.0,3.0,-0.5,4.5,21.4 cm,1.7 cm,1.1 cm,2.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Latitude-64-Missilen
Legacy,Hunter,2.0,4.0,0.0,0.0,21.2 cm,1.8 cm,1.4 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Hunter
Legacy,Clutch,2.0,3.0,0.0,1.0,21.2 cm,2.0 cm,1.4 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Clutch
Legacy,Prowler,2.0,3.0,0.0,1.5,21.2 cm,2.2 cm,1.4 cm,0.9 cm,Beaded,Stable,https://infinitediscs.com/Legacy-Prowler
Legacy,Clozer,2.0,3.0,0.0,2.0,21.2 cm,2.1 cm,1.4 cm,0.9 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Clozer
Legacy,Ghost,4.0,5.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Ghost
Legacy,Recluse,4.0,3.0,0.0,4.0,21.3 cm,1.6 cm,1.5 cm,1.3 cm,Beaded,Very Overstable,https://infinitediscs.com/Legacy-Recluse
Legacy,Gauge,5.0,5.0,0.0,1.0,21.8 cm,2.2 cm,1.4 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Gauge
Legacy,Valor,5.0,5.0,0.0,2.0,21.7 cm,2.1 cm,1.3 cm,1.2 cm,Beaded,Overstable,https://infinitediscs.com/Legacy-Valor
Legacy,Pursuit,5.0,3.0,0.0,3.0,21.3 cm,1.6 cm,1.3 cm,1.5 cm,Beadless,Very Overstable,https://infinitediscs.com/Legacy-Pursuit
Legacy,Patriot,7.0,5.0,-2.0,1.0,21.2 cm,1.8 cm,1.1 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Legacy-Patriot
Legacy,Phantom Warrior,7.0,5.0,0.0,2.0,21.3 cm,2.0 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Phantom-Warrior
Legacy,Rival,7.0,5.0,0.0,2.0,21.3 cm,2.0 cm,1.2 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Rival
Legacy,Phenom,8.0,5.0,-1.0,2.0,21.2 cm,1.7 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Phenom
Legacy,Mongoose,9.0,5.0,-3.0,1.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Legacy-Mongoose
Legacy,Bandit,9.0,5.0,-2.0,1.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Legacy-Bandit
Legacy,Enemy,9.0,3.0,0.0,4.0,21.1 cm,1.9 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Enemy
Legacy,Nemesis,10.0,6.0,-4.0,2.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Legacy-Nemesis
Legacy,Vengeance,10.0,5.0,0.0,2.0,21.1 cm,1.7 cm,1.7 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Vengeance
Legacy,Fighter,10.0,3.0,0.0,4.0,21.2 cm,1.7 cm,1.2 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Legacy-Fighter
Legacy,Outlaw,12.0,5.0,-1.0,3.0,21.0 cm,1.6 cm,1.1 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Outlaw
Legacy,Aftermath,13.0,5.0,-2.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.5 cm,Beadless,Stable,https://infinitediscs.com/Legacy-Aftermath
Legacy,Recon,13.0,5.0,-1.0,3.0,21.2 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Recon
Legacy,Cannon,14.0,5.0,-3.0,3.0,21.1 cm,1.8 cm,1.2 cm,2.5 cm,Beadless,Understable,https://infinitediscs.com/Legacy-Cannon
Legacy,Rampage,14.0,5.0,-1.0,4.0,21.1 cm,1.8 cm,1.2 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/Legacy-Rampage
MVP,Ohm,2.0,5.0,0.0,1.0,21.2 cm,1.9 cm,1.5 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/MVP-Ohm
MVP,Spin,3.0,4.0,-2.0,0.0,21.0 cm,1.9 cm,1.5 cm,1.1 cm,Beadless,Understable,https://infinitediscs.com/MVP-Spin
MVP,Anode,3.0,3.0,0.0,0.5,21.0 cm,2.1 cm,1.4 cm,18.9 cm,Beadless,Stable,https://infinitediscs.com/MVP-Anode
MVP,Atom,3.0,3.0,0.0,1.0,21.1 cm,1.9 cm,1.4 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/MVP-Atom
MVP,Ion,3.0,3.0,0.0,1.5,21.2 cm,1.9 cm,1.6 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/MVP-Ion
MVP,Particle,3.0,3.0,0.0,2.5,21.1 cm,2.0 cm,1.4 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/MVP-Particle
MVP,Vertex,4.0,4.0,-2.0,0.5,21.5 cm,1.9 cm,1.3 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/MVP-Vertex
MVP,Tangent,4.0,4.0,-0.5,0.5,21.5 cm,2.1 cm,1.3 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/MVP-Tangent
MVP,Tensor,4.0,4.0,0.0,2.5,21.5 cm,2.1 cm,1.3 cm,1.2 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Tensor
MVP,Entropy,4.0,3.0,0.0,3.0,21.2 cm,2.0 cm,1.4 cm,1.2 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Entropy
MVP,Axis,5.0,5.0,-1.0,1.0,21.8 cm,2.5 cm,1.3 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/MVP-Axis
MVP,Matrix,5.0,4.0,-1.0,2.0,21.5 cm,1.6 cm,1.4 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Matrix
MVP,Reactor,5.0,5.0,-0.5,1.5,21.4 cm,1.7 cm,1.3 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/MVP-Reactor
MVP,Vector,5.0,4.0,0.0,2.0,21.7 cm,2.1 cm,1.3 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Vector
MVP,Deflector,5.0,4.0,0.0,4.0,21.5 cm,2.0 cm,1.3 cm,1.6 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Deflector
MVP,Signal,6.0,5.0,-3.0,1.0,21.1 cm,1.5 cm,1.2 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/MVP-Signal
MVP,Relay,6.0,5.0,-2.0,1.0,21.1 cm,1.5 cm,1.2 cm,1.7 cm,Beadless,Understable,https://infinitediscs.com/MVP-Relay
MVP,Switch,7.0,5.0,-1.5,1.0,21.1 cm,1.4 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/MVP-Switch
MVP,Servo,7.0,5.0,-1.0,2.0,21.1 cm,1.4 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/MVP-Servo
MVP,Resistor,7.0,4.0,0.0,3.5,21.1 cm,1.4 cm,1.1 cm,1.7 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Resistor
MVP,Amp,8.0,5.0,-1.5,1.0,21.0 cm,1.7 cm,1.1 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/MVP-Amp
MVP,Volt,8.0,5.0,-0.5,2.0,21.1 cm,1.6 cm,1.1 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/MVP-Volt
MVP,Shock,8.0,5.0,0.0,2.5,21.1 cm,1.6 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Shock
MVP,Impulse,9.0,5.0,-3.0,1.0,21.1 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/MVP-Impulse
MVP,Inertia,9.0,5.0,-2.0,2.0,21.1 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/MVP-Inertia
MVP,Tesla,9.0,5.0,-1.0,2.0,21.0 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Tesla
MVP,Motion,9.0,4.0,0.0,4.0,21.0 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Motion
MVP,Orbital,11.0,5.0,-4.5,1.0,21.2 cm,1.4 cm,1.1 cm,2.2 cm,Beadless,Understable,https://infinitediscs.com/MVP-Orbital
MVP,Wave,11.0,5.0,-2.0,2.0,21.1 cm,1.4 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/MVP-Wave
MVP,Photon,11.0,5.0,-1.0,2.5,21.1 cm,1.4 cm,1.1 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Photon
MVP,Phase,11.0,4.0,0.0,4.0,21.1 cm,1.4 cm,1.1 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Phase
MVP,Catalyst,13.0,6.0,-2.0,2.0,21.1 cm,1.9 cm,1.2 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/MVP-Catalyst
MVP,Octane,13.0,5.0,-1.0,2.0,21.2 cm,1.7 cm,1.2 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/MVP-Octane
MVP,Nitro,13.0,4.0,-0.5,3.0,21.2 cm,1.9 cm,1.2 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Nitro
MVP,Energy,13.0,4.0,0.0,4.0,21.1 cm,2.1 cm,1.2 cm,2.4 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Energy
MVP,Relativity,14.0,5.0,-3.0,1.5,21.1 cm,1.9 cm,1.2 cm,2.5 cm,Beadless,Understable,https://infinitediscs.com/MVP-Relativity
MVP,Teleport,14.0,5.0,-1.5,2.5,21.1 cm,1.9 cm,1.2 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/MVP-Teleport
MVP,Dimension,14.0,5.0,0.0,3.0,21.0 cm,1.8 cm,1.2 cm,2.5 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Dimension
MVP,Limit,14.0,4.0,0.0,4.0,21.1 cm,1.9 cm,1.2 cm,2.5 cm,Beadless,Very Overstable,https://infinitediscs.com/MVP-Limit
Millennium,Omega,2.0,3.0,-1.0,1.0,21.1 cm,2.0 cm,1.5 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Omega
Millennium,Omega Big Bead,2.0,3.0,-1.0,1.0,21.1 cm,2.0 cm,1.5 cm,0.9 cm,Beaded,Stable,https://infinitediscs.com/Millennium-Omega-Big-Bead
Millennium,Omega SuperSoft,2.0,3.0,-1.0,1.0,21.1 cm,2.0 cm,1.5 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Omega-SuperSoft
Millennium,Omega AP,2.0,3.0,0.0,0.0,21.1 cm,2.0 cm,1.5 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Omega-AP
Millennium,Omega AP Big Bead,2.0,3.0,0.0,0.0,21.2 cm,2.1 cm,1.5 cm,0.9 cm,Beadless,Understable,https://infinitediscs.com/Millennium-Omega-AP-Big-Bead
Millennium,Omega Driver,3.0,2.0,0.0,2.0,21.1 cm,2.0 cm,0.9 cm,1.5 cm,Beadless,Overstable,https://infinitediscs.com/Millennium-Omega-Driver
Millennium,Aurora MS,4.0,5.0,-1.0,1.0,21.8 cm,1.8 cm,1.2 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Aurora-MS
Millennium,Taurus,4.0,4.0,0.0,4.0,21.7 cm,2.0 cm,1.5 cm,19.0 cm,Beaded,Very Overstable,https://infinitediscs.com/Millennium-Taurus
Millennium,Sentinel MF,5.0,4.0,0.0,4.0,21.7 cm,2.1 cm,1.2 cm,1.3 cm,Beaded,Very Overstable,https://infinitediscs.com/Millennium-Sentinel-MF
Millennium,EXP1,7.0,3.0,0.0,4.0,21.1 cm,1.6 cm,1.2 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Millennium-EXP1
Millennium,EXP-X,7.0,3.0,1.0,4.0,21.1 cm,1.6 cm,1.2 cm,1.8 cm,Beadless,Very Overstable,https://infinitediscs.com/Millennium-EXP-X
Millennium,Polaris LS,8.0,5.0,-2.0,1.0,21.1 cm,1.9 cm,1.1 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Millennium-Polaris-LS
Millennium,JLS,8.0,5.0,-2.0,2.0,21.0 cm,1.5 cm,1.1 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Millennium-JLS
Millennium,Orion LS,9.0,5.0,-2.0,2.0,21.1 cm,1.4 cm,1.2 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Orion-LS
Millennium,Polaris LF,9.0,5.0,-2.0,2.5,21.1 cm,1.9 cm,1.1 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Polaris-LF
Millennium,Orion LF,9.0,5.0,-1.0,3.0,21.1 cm,1.5 cm,1.2 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Millennium-Orion-LF
Millennium,Draco,9.0,3.0,0.0,4.0,21.2 cm,1.4 cm,1.2 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Millennium-Draco
Millennium,Aquarius,10.0,5.0,-4.0,2.0,21.0 cm,1.9 cm,1.2 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Millennium-Aquarius
Millennium,Aries,11.0,6.0,-3.0,1.0,21.1 cm,1.5 cm,1.2 cm,2.2 cm,Beadless,Understable,https://infinitediscs.com/Millennium-Aries
Millennium,Astra,11.0,5.0,-2.0,2.0,21.1 cm,1.5 cm,1.2 cm,2.2 cm,Beadless,Understable,https://infinitediscs.com/Millennium-Astra
Millennium,Astra-X,11.0,5.0,-2.0,3.0,21.1 cm,1.5 cm,1.2 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Millennium-Astra-X
Millennium,Falcon,13.0,5.0,-2.0,2.0,21.1 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Millennium-Falcon
